+RPKM	percent	accumulative_value
3.14	67.9	17283
3.15	68.0	17309
3.16	68.1	17329
3.17	68.2	17350
3.18	68.3	17377
3.19	68.4	17401
3.2	68.5	17434
3.21	68.6	17459
3.22	68.7	17471
3.23	68.7	17489
3.24	68.8	17504
3.25	68.9	17520
3.26	68.9	17533
3.27	69.0	17550
3.28	69.1	17569
3.29	69.1	17591
3.3	69.2	17615
3.31	69.3	17633
3.32	69.4	17656
3.33	69.5	17682
3.34	69.6	17701
3.35	69.7	17728
3.36	69.7	17743
3.37	69.8	17765
3.38	69.9	17783
3.39	69.9	17795
3.4	70.0	17815
3.41	70.1	17833
3.42	70.2	17859
3.43	70.3	17880
3.44	70.4	17905
3.45	70.5	17929
3.46	70.5	17945
3.47	70.6	17968
3.48	70.7	17988
3.49	70.8	18012
3.5	70.9	18036
3.51	71.0	18052
3.52	71.0	18071
3.53	71.1	18093
3.54	71.2	18105
3.55	71.2	18123
3.56	71.3	18142
3.57	71.4	18161
3.58	71.5	18185
3.59	71.6	18205
3.6	71.6	18221
3.61	71.7	18236
3.62	71.7	18246
3.63	71.8	18259
3.64	71.8	18269
3.65	71.9	18294
3.66	71.9	18306
3.67	72.0	18321
3.68	72.1	18338
3.69	72.2	18359
3.7	72.2	18377
3.71	72.3	18398
3.72	72.4	18415
3.73	72.5	18436
3.74	72.5	18450
3.75	72.6	18459
3.76	72.6	18473
3.77	72.7	18490
3.78	72.7	18501
3.79	72.8	18517
3.8	72.9	18546
3.81	73.0	18564
3.82	73.0	18581
3.83	73.1	18594
3.84	73.1	18606
3.85	73.2	18623
3.86	73.3	18646
3.87	73.3	18658
3.88	73.4	18670
3.89	73.4	18679
3.9	73.5	18695
3.91	73.6	18714
3.92	73.6	18728
3.93	73.7	18747
3.94	73.7	18756
3.95	73.8	18778
3.96	73.9	18790
3.97	73.9	18802
3.98	74.0	18830
3.99	74.1	18844
4.0	74.1	18863
4.01	74.2	18873
4.02	74.3	18895
4.03	74.3	18906
4.04	74.4	18921
4.05	74.4	18941
4.06	74.5	18961
4.07	74.6	18978
4.08	74.6	18992
4.09	74.7	19008
4.1	74.8	19026
4.11	74.8	19042
4.12	74.9	19052
4.13	74.9	19061
4.14	75.0	19076
4.15	75.0	19089
4.16	75.1	19103
4.17	75.1	19114
4.18	75.2	19129
4.19	75.3	19148
4.2	75.3	19160
4.21	75.4	19174
4.22	75.4	19190
4.23	75.5	19202
4.24	75.5	19217
4.25	75.6	19228
4.26	75.6	19243
4.27	75.7	19258
4.28	75.7	19273
4.29	75.8	19292
4.3	75.9	19301
4.31	75.9	19314
4.32	76.0	19331
4.33	76.0	19344
4.34	76.1	19357
4.35	76.2	19375
4.36	76.2	19389
4.37	76.3	19402
4.38	76.3	19418
4.39	76.4	19427
4.4	76.4	19439
4.41	76.5	19457
4.42	76.5	19470
4.43	76.6	19486
4.44	76.6	19497
4.45	76.7	19511
4.46	76.7	19522
4.47	76.8	19534
4.48	76.8	19541
4.49	76.8	19551
4.5	76.9	19564
4.51	76.9	19576
4.52	77.0	19591
4.53	77.0	19603
4.54	77.1	19619
4.55	77.2	19633
4.56	77.2	19646
4.57	77.3	19659
4.58	77.3	19671
4.59	77.4	19685
4.6	77.4	19692
4.61	77.4	19703
4.62	77.5	19721
4.63	77.5	19731
4.64	77.6	19746
4.65	77.7	19762
4.66	77.7	19773
4.67	77.8	19788
4.68	77.8	19804
4.69	77.9	19813
4.7	77.9	19826
4.71	78.0	19838
4.72	78.0	19850
4.73	78.1	19862
4.74	78.1	19871
4.75	78.2	19884
4.76	78.2	19899
4.77	78.3	19910
4.78	78.3	19920
4.79	78.3	19926
4.8	78.4	19942
4.81	78.4	19949
4.82	78.5	19961
4.83	78.5	19968
4.84	78.5	19974
4.85	78.6	19991
4.86	78.6	19997
4.87	78.6	20004
4.88	78.7	20012
4.89	78.7	20024
4.9	78.7	20035
4.91	78.8	20045
4.92	78.8	20060
4.93	78.9	20066
4.94	78.9	20084
4.95	79.0	20091
4.96	79.0	20098
4.97	79.0	20106
4.98	79.1	20113
4.99	79.1	20127
5.0	79.2	20140
5.01	79.2	20154
5.02	79.3	20168
5.03	79.3	20180
5.04	79.3	20188
5.05	79.4	20191
5.06	79.4	20202
5.07	79.4	20210
5.08	79.5	20217
5.09	79.5	20228
5.1	79.6	20240
5.11	79.6	20245
5.12	79.6	20251
5.13	79.6	20255
5.14	79.7	20267
5.15	79.7	20277
5.16	79.7	20283
5.17	79.7	20290
5.18	79.8	20309
5.19	79.8	20316
5.2	79.9	20321
5.21	79.9	20323
5.22	79.9	20333
5.23	80.0	20343
5.24	80.0	20354
5.25	80.0	20361
5.26	80.1	20378
5.27	80.1	20391
5.28	80.2	20398
5.29	80.2	20410
5.3	80.3	20424
5.31	80.3	20431
5.32	80.3	20442
5.33	80.4	20452
5.34	80.4	20464
5.35	80.5	20477
5.36	80.5	20490
5.37	80.6	20500
5.38	80.6	20508
5.39	80.6	20518
5.4	80.7	20529
5.41	80.7	20538
5.42	80.8	20548
5.43	80.8	20560
5.44	80.8	20565
5.45	80.8	20569
5.46	80.9	20585
5.47	81.0	20597
5.48	81.0	20605
5.49	81.0	20615
5.5	81.1	20626
5.51	81.1	20639
5.52	81.2	20649
5.53	81.2	20654
5.54	81.2	20666
5.55	81.3	20674
5.56	81.3	20685
5.57	81.3	20692
5.58	81.3	20696
5.59	81.4	20706
5.6	81.4	20717
5.61	81.5	20725
5.62	81.5	20734
5.63	81.5	20743
5.64	81.6	20752
5.65	81.6	20756
5.66	81.6	20761
5.67	81.6	20765
5.68	81.6	20770
5.69	81.7	20778
5.7	81.7	20790
5.71	81.8	20800
5.72	81.8	20806
5.73	81.8	20812
5.74	81.8	20816
5.75	81.9	20837
5.76	81.9	20846
5.77	82.0	20855
5.78	82.0	20860
5.79	82.0	20866
5.8	82.0	20874
5.81	82.1	20881
5.82	82.1	20888
5.83	82.1	20899
5.84	82.2	20910
5.85	82.2	20917
5.86	82.2	20926
5.87	82.3	20932
5.88	82.3	20943
5.89	82.4	20957
5.9	82.4	20969
5.91	82.5	20978
5.92	82.5	20985
5.93	82.5	20989
5.94	82.5	20995
5.95	82.6	21008
5.96	82.6	21021
5.97	82.7	21031
5.98	82.7	21043
5.99	82.7	21051
6.0	82.8	21060
6.01	82.8	21068
6.02	82.8	21075
6.03	82.9	21084
6.04	82.9	21091
6.05	82.9	21099
6.06	83.0	21105
6.07	83.0	21112
6.08	83.0	21126
6.09	83.1	21135
6.1	83.1	21149
6.11	83.2	21158
6.12	83.2	21162
6.13	83.2	21164
6.14	83.2	21172
6.15	83.2	21180
6.16	83.3	21193
6.17	83.3	21205
6.18	83.4	21216
6.19	83.4	21222
6.2	83.4	21227
6.21	83.5	21234
6.22	83.5	21245
6.23	83.5	21248
6.24	83.5	21257
6.25	83.6	21265
6.26	83.6	21273
6.27	83.6	21280
6.28	83.7	21288
6.29	83.7	21297
6.3	83.7	21301
6.31	83.7	21306
6.32	83.8	21310
6.33	83.8	21319
6.34	83.8	21327
6.35	83.8	21329
6.36	83.9	21335
6.37	83.9	21340
6.38	83.9	21352
6.39	84.0	21375
6.4	84.1	21388
6.41	84.1	21395
6.42	84.1	21400
6.43	84.1	21402
6.44	84.1	21408
6.45	84.2	21418
6.46	84.2	21426
6.47	84.2	21431
6.48	84.3	21442
6.49	84.3	21450
6.5	84.3	21459
6.51	84.4	21472
6.52	84.4	21481
6.53	84.5	21489
6.54	84.5	21499
6.55	84.5	21504
6.56	84.6	21513
6.57	84.6	21523
6.58	84.6	21530
6.59	84.7	21538
6.6	84.7	21543
6.61	84.7	21552
6.62	84.7	21556
6.63	84.7	21560
6.64	84.8	21571
6.65	84.8	21577
6.66	84.8	21580
6.67	84.9	21592
6.68	84.9	21598
6.69	84.9	21601
6.7	84.9	21610
6.71	85.0	21616
6.72	85.0	21619
6.73	85.0	21626
6.74	85.0	21629
6.75	85.0	21634
6.76	85.1	21640
6.77	85.1	21647
6.78	85.1	21649
6.79	85.1	21659
6.8	85.2	21671
6.81	85.2	21676
6.82	85.2	21678
6.83	85.2	21684
6.84	85.3	21696
6.85	85.3	21704
6.86	85.3	21708
6.87	85.4	21720
6.88	85.4	21724
6.89	85.4	21731
6.9	85.4	21738
6.91	85.5	21751
6.92	85.5	21755
6.93	85.5	21763
6.94	85.6	21767
6.95	85.6	21773
6.96	85.6	21778
6.97	85.6	21786
6.98	85.7	21800
6.99	85.7	21810
7.0	85.7	21817
7.01	85.8	21821
7.02	85.8	21823
7.03	85.8	21828
7.04	85.8	21835
7.05	85.9	21845
7.06	85.9	21852
7.07	85.9	21859
7.08	85.9	21862
7.09	86.0	21871
7.1	86.0	21878
7.11	86.0	21882
7.12	86.0	21888
7.13	86.0	21893
7.14	86.1	21901
7.15	86.1	21908
7.16	86.1	21911
7.17	86.1	21915
7.18	86.1	21918
7.19	86.2	21922
7.2	86.2	21928
7.21	86.2	21936
7.22	86.2	21939
7.23	86.3	21946
7.24	86.3	21954
7.25	86.3	21959
7.26	86.3	21963
7.27	86.4	21972
7.28	86.4	21974
7.29	86.4	21977
7.3	86.4	21981
7.31	86.4	21985
7.32	86.4	21988
7.33	86.5	21997
7.34	86.5	22000
7.35	86.5	22008
7.36	86.5	22017
7.37	86.6	22025
7.38	86.6	22030
7.39	86.6	22036
7.4	86.7	22050
7.41	86.7	22054
7.42	86.7	22063
7.43	86.7	22068
7.44	86.8	22073
7.45	86.8	22079
7.46	86.8	22087
7.47	86.8	22091
7.48	86.9	22100
7.49	86.9	22102
7.5	86.9	22109
7.51	86.9	22114
7.52	86.9	22119
7.53	87.0	22127
7.54	87.0	22132
7.55	87.0	22138
7.56	87.0	22148
7.57	87.1	22160
7.58	87.1	22166
7.59	87.1	22171
7.6	87.2	22175
7.61	87.2	22179
7.62	87.2	22187
7.63	87.2	22195
7.64	87.2	22199
7.65	87.3	22205
7.66	87.3	22212
7.67	87.3	22214
7.68	87.3	22219
7.69	87.3	22223
7.7	87.4	22229
7.71	87.4	22236
7.72	87.4	22241
7.73	87.4	22245
7.74	87.5	22250
7.75	87.5	22253
7.76	87.5	22258
7.77	87.5	22262
7.78	87.5	22266
7.79	87.5	22271
7.8	87.5	22272
7.81	87.6	22277
7.82	87.6	22278
7.83	87.6	22284
7.84	87.6	22288
7.85	87.6	22290
7.86	87.6	22295
7.87	87.6	22296
7.88	87.7	22301
7.89	87.7	22307
7.9	87.7	22312
7.91	87.7	22316
7.92	87.7	22321
7.93	87.7	22326
7.94	87.8	22329
7.95	87.8	22336
7.96	87.8	22342
7.97	87.8	22348
7.98	87.8	22351
7.99	87.9	22360
8.0	87.9	22369
8.01	87.9	22373
8.02	87.9	22376
8.03	88.0	22383
8.04	88.0	22395
8.05	88.0	22402
8.06	88.1	22405
8.07	88.1	22412
8.08	88.1	22418
8.09	88.1	22422
8.11	88.1	22424
8.12	88.2	22430
8.13	88.2	22436
8.14	88.2	22442
8.15	88.2	22447
8.16	88.2	22451
8.17	88.3	22454
8.18	88.3	22459
8.19	88.3	22461
8.2	88.3	22464
8.21	88.3	22468
8.22	88.3	22472
8.23	88.3	22478
8.24	88.4	22488
8.25	88.4	22490
8.26	88.4	22494
8.27	88.4	22497
8.28	88.4	22499
8.29	88.5	22507
8.3	88.5	22510
8.31	88.5	22513
8.32	88.5	22518
8.33	88.5	22520
8.34	88.5	22523
8.35	88.5	22525
8.36	88.6	22531
8.37	88.6	22534
8.38	88.6	22538
8.39	88.6	22543
8.4	88.6	22547
8.41	88.6	22552
8.42	88.7	22557
8.43	88.7	22558
8.44	88.7	22564
8.45	88.7	22568
8.46	88.7	22572
8.47	88.7	22574
8.48	88.7	22579
8.49	88.8	22585
8.5	88.8	22589
8.51	88.8	22595
8.52	88.8	22597
8.53	88.8	22602
8.54	88.9	22609
8.55	88.9	22618
8.56	88.9	22625
8.57	88.9	22626
8.58	88.9	22631
8.59	89.0	22635
8.6	89.0	22639
8.61	89.0	22641
8.62	89.0	22651
8.63	89.0	22655
8.64	89.1	22659
8.65	89.1	22663
8.66	89.1	22671
8.67	89.1	22672
8.68	89.1	22675
8.69	89.1	22679
8.7	89.2	22684
8.71	89.2	22687
8.72	89.2	22690
8.73	89.2	22696
8.74	89.2	22705
8.75	89.3	22712
8.76	89.3	22718
8.77	89.3	22721
8.78	89.3	22725
8.79	89.3	22730
8.8	89.4	22734
8.81	89.4	22738
8.82	89.4	22743
8.83	89.4	22746
8.85	89.4	22749
8.86	89.4	22752
8.87	89.4	22758
8.88	89.5	22761
8.89	89.5	22764
8.9	89.5	22767
8.91	89.5	22774
8.92	89.5	22781
8.93	89.6	22786
8.94	89.6	22790
8.95	89.6	22793
8.96	89.6	22795
8.97	89.6	22797
8.98	89.6	22802
8.99	89.6	22807
9.0	89.7	22812
9.01	89.7	22813
9.02	89.7	22816
9.03	89.7	22822
9.04	89.7	22826
9.05	89.7	22828
9.06	89.7	22829
9.07	89.7	22833
9.08	89.8	22836
9.09	89.8	22841
9.1	89.8	22844
9.11	89.8	22847
9.12	89.8	22852
9.13	89.8	22853
9.14	89.8	22856
9.15	89.8	22860
9.16	89.9	22867
9.17	89.9	22872
9.18	89.9	22873
9.19	89.9	22879
9.2	89.9	22884
9.21	90.0	22886
9.22	90.0	22887
9.23	90.0	22893
9.24	90.0	22896
9.25	90.0	22901
9.26	90.0	22906
9.27	90.0	22909
9.28	90.1	22915
9.29	90.1	22921
9.3	90.1	22923
9.31	90.1	22925
9.32	90.1	22930
9.33	90.1	22932
9.34	90.1	22934
9.35	90.2	22939
9.36	90.2	22942
9.37	90.2	22944
9.38	90.2	22947
9.39	90.2	22949
9.4	90.2	22952
9.41	90.2	22957
9.42	90.2	22959
9.43	90.3	22964
9.44	90.3	22967
9.45	90.3	22971
9.46	90.3	22972
9.47	90.3	22977
9.48	90.3	22979
9.49	90.3	22981
9.5	90.3	22985
9.51	90.4	22990
9.52	90.4	22994
9.53	90.4	22997
9.54	90.4	22998
9.55	90.4	23002
9.56	90.4	23008
9.57	90.4	23011
9.58	90.4	23013
9.59	90.5	23015
9.6	90.5	23019
9.61	90.5	23027
9.62	90.5	23032
9.63	90.5	23035
9.64	90.6	23040
9.65	90.6	23046
9.66	90.6	23050
9.67	90.6	23052
9.68	90.6	23055
9.69	90.6	23060
9.7	90.7	23065
9.71	90.7	23067
9.72	90.7	23073
9.73	90.7	23075
9.74	90.7	23077
9.75	90.7	23081
9.76	90.7	23084
9.77	90.7	23087
9.78	90.7	23088
9.79	90.8	23090
9.8	90.8	23095
9.82	90.8	23099
9.83	90.8	23102
9.84	90.8	23103
9.86	90.8	23105
9.87	90.8	23109
9.88	90.8	23114
9.89	90.9	23116
9.9	90.9	23119
9.91	90.9	23121
9.92	90.9	23125
9.93	90.9	23126
9.94	90.9	23132
9.95	90.9	23136
9.96	91.0	23143
9.97	91.0	23145
9.98	91.0	23149
9.99	91.0	23150
10.0	91.0	23153
10.01	91.0	23155
10.02	91.0	23162
10.03	91.0	23164
10.04	91.1	23167
10.06	91.1	23171
10.07	91.1	23175
10.08	91.1	23178
10.09	91.1	23180
10.1	91.1	23184
10.11	91.1	23187
10.12	91.1	23188
10.13	91.1	23191
10.14	91.2	23193
10.16	91.2	23197
10.17	91.2	23201
10.18	91.2	23206
10.19	91.2	23211
10.2	91.2	23215
10.21	91.3	23220
10.22	91.3	23221
10.23	91.3	23224
10.24	91.3	23226
10.26	91.3	23229
10.27	91.3	23230
10.28	91.3	23232
10.29	91.3	23234
10.3	91.3	23235
10.31	91.3	23236
10.32	91.3	23237
10.33	91.3	23238
10.34	91.3	23239
10.35	91.3	23241
10.36	91.4	23245
10.38	91.4	23249
10.39	91.4	23253
10.4	91.4	23256
10.42	91.4	23258
10.43	91.4	23261
10.44	91.4	23263
10.45	91.4	23265
10.46	91.4	23266
10.47	91.5	23269
10.48	91.5	23271
10.5	91.5	23272
10.51	91.5	23275
10.52	91.5	23280
10.53	91.5	23282
10.54	91.5	23285
10.55	91.5	23288
10.56	91.5	23292
10.57	91.6	23296
10.58	91.6	23299
10.59	91.6	23303
10.6	91.6	23305
10.61	91.6	23306
10.62	91.6	23307
10.63	91.6	23310
10.64	91.6	23313
10.65	91.6	23314
10.66	91.6	23315
10.67	91.6	23318
10.68	91.7	23321
10.69	91.7	23322
10.7	91.7	23327
10.71	91.7	23331
10.72	91.7	23332
10.73	91.7	23338
10.74	91.7	23341
10.75	91.7	23343
10.76	91.8	23347
10.77	91.8	23349
10.8	91.8	23350
10.81	91.8	23355
10.82	91.8	23356
10.83	91.8	23357
10.84	91.8	23360
10.85	91.8	23363
10.86	91.8	23365
10.87	91.8	23366
10.88	91.9	23370
10.89	91.9	23372
10.9	91.9	23376
10.91	91.9	23379
10.92	91.9	23380
10.93	91.9	23382
10.94	91.9	23384
10.95	91.9	23386
10.96	91.9	23390
10.97	91.9	23391
10.98	91.9	23393
10.99	92.0	23397
11.0	92.0	23399
11.02	92.0	23403
11.03	92.0	23407
11.04	92.0	23409
11.05	92.0	23412
11.06	92.0	23414
11.07	92.0	23418
11.08	92.0	23419
11.09	92.1	23424
11.11	92.1	23426
11.12	92.1	23430
11.13	92.1	23433
11.14	92.1	23436
11.15	92.1	23441
11.16	92.1	23442
11.17	92.1	23443
11.18	92.1	23445
11.19	92.2	23448
11.2	92.2	23451
11.21	92.2	23454
11.22	92.2	23455
11.23	92.2	23460
11.24	92.2	23462
11.25	92.2	23464
11.26	92.2	23466
11.27	92.2	23468
11.29	92.2	23471
11.3	92.3	23472
11.32	92.3	23476
11.33	92.3	23479
11.34	92.3	23484
11.36	92.3	23487
11.37	92.3	23490
11.38	92.3	23493
11.39	92.3	23496
11.4	92.4	23499
11.41	92.4	23501
11.42	92.4	23502
11.43	92.4	23505
11.45	92.4	23508
11.46	92.4	23509
11.48	92.4	23511
11.49	92.4	23516
11.5	92.4	23517
11.51	92.4	23522
11.52	92.5	23524
11.53	92.5	23528
11.54	92.5	23533
11.55	92.5	23535
11.56	92.5	23537
11.57	92.5	23541
11.58	92.5	23544
11.59	92.5	23546
11.6	92.5	23547
11.61	92.6	23550
11.62	92.6	23552
11.63	92.6	23554
11.64	92.6	23555
11.65	92.6	23560
11.66	92.6	23563
11.67	92.6	23567
11.68	92.6	23570
11.69	92.7	23573
11.7	92.7	23575
11.71	92.7	23580
11.72	92.7	23581
11.73	92.7	23583
11.74	92.7	23585
11.75	92.7	23587
11.76	92.7	23590
11.77	92.7	23592
11.78	92.7	23596
11.79	92.8	23600
11.8	92.8	23605
11.81	92.8	23607
11.82	92.8	23608
11.83	92.8	23610
11.84	92.8	23611
11.85	92.8	23612
11.86	92.8	23614
11.87	92.8	23617
11.88	92.8	23618
11.89	92.8	23621
11.91	92.8	23623
11.93	92.9	23624
11.94	92.9	23625
11.96	92.9	23626
11.98	92.9	23627
11.99	92.9	23631
12.0	92.9	23634
12.01	92.9	23636
12.03	92.9	23639
12.04	92.9	23641
12.05	92.9	23642
12.06	92.9	23643
12.07	92.9	23644
12.08	92.9	23646
12.09	92.9	23647
12.1	93.0	23650
12.11	93.0	23655
12.12	93.0	23660
12.13	93.0	23665
12.14	93.0	23668
12.15	93.0	23669
12.16	93.0	23671
12.18	93.0	23673
12.19	93.1	23676
12.2	93.1	23680
12.21	93.1	23684
12.22	93.1	23686
12.23	93.1	23688
12.25	93.1	23692
12.26	93.1	23693
12.27	93.1	23697
12.29	93.2	23701
12.3	93.2	23706
12.31	93.2	23707
12.32	93.2	23709
12.34	93.2	23711
12.35	93.2	23713
12.37	93.2	23714
12.38	93.2	23716
12.39	93.2	23719
12.4	93.2	23721
12.41	93.2	23723
12.43	93.2	23725
12.44	93.3	23728
12.45	93.3	23730
12.46	93.3	23732
12.47	93.3	23735
12.48	93.3	23737
12.5	93.3	23741
12.51	93.3	23744
12.52	93.3	23745
12.53	93.3	23746
12.54	93.3	23748
12.55	93.3	23751
12.56	93.4	23754
12.57	93.4	23756
12.58	93.4	23759
12.59	93.4	23763
12.6	93.4	23764
12.61	93.4	23766
12.62	93.4	23768
12.63	93.4	23770
12.65	93.4	23772
12.66	93.4	23774
12.67	93.4	23775
12.68	93.4	23776
12.69	93.5	23779
12.7	93.5	23781
12.71	93.5	23784
12.72	93.5	23786
12.74	93.5	23787
12.75	93.5	23791
12.76	93.5	23792
12.78	93.5	23794
12.8	93.5	23795
12.81	93.5	23798
12.85	93.5	23800
12.86	93.5	23801
12.87	93.6	23804
12.88	93.6	23806
12.89	93.6	23810
12.91	93.6	23811
12.92	93.6	23814
12.93	93.6	23815
12.94	93.6	23816
12.96	93.6	23819
12.97	93.6	23821
12.98	93.6	23823
12.99	93.6	23826
13.01	93.7	23829
13.02	93.7	23831
13.03	93.7	23836
13.04	93.7	23839
13.05	93.7	23840
13.06	93.7	23842
13.07	93.7	23844
13.09	93.7	23847
13.1	93.7	23849
13.11	93.7	23850
13.12	93.7	23852
13.13	93.8	23853
