+RPKM	percent	accumulative_value
1.65	15.4	2064
1.66	15.5	2084
1.67	15.6	2101
1.68	15.8	2127
1.69	15.9	2141
1.7	16.1	2163
1.71	16.2	2179
1.72	16.4	2198
1.73	16.5	2220
1.74	16.7	2241
1.75	16.8	2263
1.76	17.0	2281
1.77	17.1	2301
1.78	17.3	2321
1.79	17.5	2350
1.8	17.6	2370
1.81	17.8	2386
1.82	18.0	2411
1.83	18.1	2432
1.84	18.3	2453
1.85	18.5	2483
1.86	18.6	2500
1.87	18.7	2518
1.88	18.9	2538
1.89	19.0	2552
1.9	19.1	2566
1.91	19.2	2585
1.92	19.4	2603
1.93	19.6	2629
1.94	19.7	2645
1.95	19.8	2659
1.96	20.0	2682
1.97	20.1	2703
1.98	20.3	2720
1.99	20.4	2736
2.0	20.5	2754
2.01	20.6	2770
2.02	20.8	2794
2.03	21.0	2822
2.04	21.2	2843
2.05	21.3	2866
2.06	21.5	2885
2.07	21.6	2897
2.08	21.7	2921
2.09	21.9	2939
2.1	22.0	2957
2.11	22.2	2975
2.12	22.3	2996
2.13	22.5	3018
2.14	22.6	3034
2.15	22.7	3052
2.16	22.9	3074
2.17	23.0	3087
2.18	23.1	3103
2.19	23.3	3123
2.2	23.4	3147
2.21	23.5	3161
2.22	23.7	3179
2.23	23.9	3204
2.24	24.0	3225
2.25	24.2	3247
2.26	24.3	3261
2.27	24.4	3275
2.28	24.5	3287
2.29	24.6	3309
2.3	24.8	3329
2.31	24.9	3344
2.32	25.0	3362
2.33	25.2	3389
2.34	25.3	3404
2.35	25.5	3430
2.36	25.7	3449
2.37	25.8	3469
2.38	26.0	3486
2.39	26.1	3503
2.4	26.2	3525
2.41	26.4	3544
2.42	26.5	3564
2.43	26.7	3583
2.44	26.8	3604
2.45	27.0	3621
2.46	27.2	3651
2.47	27.3	3670
2.48	27.4	3682
2.49	27.5	3696
2.5	27.6	3712
2.51	27.8	3735
2.52	27.9	3752
2.53	28.0	3765
2.54	28.2	3783
2.55	28.3	3800
2.56	28.5	3826
2.57	28.6	3842
2.58	28.8	3863
2.59	28.9	3885
2.6	29.1	3904
2.61	29.2	3920
2.62	29.3	3935
2.63	29.4	3950
2.64	29.6	3977
2.65	29.7	3991
2.66	29.8	4008
2.67	30.0	4030
2.68	30.1	4039
2.69	30.2	4060
2.7	30.4	4086
2.71	30.5	4101
2.72	30.6	4113
2.73	30.7	4127
2.74	30.8	4142
2.75	31.0	4160
2.76	31.1	4180
2.77	31.2	4191
2.78	31.3	4207
2.79	31.4	4221
2.8	31.5	4237
2.81	31.6	4245
2.82	31.7	4263
2.83	31.9	4281
2.84	32.0	4302
2.85	32.1	4317
2.86	32.3	4332
2.87	32.4	4345
2.88	32.5	4365
2.89	32.6	4379
2.9	32.7	4394
2.91	32.9	4415
2.92	33.0	4434
2.93	33.2	4453
2.94	33.3	4474
2.95	33.5	4495
2.96	33.6	4508
2.97	33.7	4523
2.98	33.8	4535
2.99	33.9	4556
3.0	34.1	4581
3.01	34.3	4601
3.02	34.4	4618
3.03	34.5	4635
3.04	34.7	4661
3.05	34.8	4678
3.06	35.0	4696
3.07	35.1	4719
3.08	35.2	4733
3.09	35.3	4741
3.1	35.4	4754
3.11	35.5	4767
3.12	35.6	4785
3.13	35.8	4803
3.14	35.9	4821
3.15	36.0	4836
3.16	36.1	4849
3.17	36.2	4868
3.18	36.4	4883
3.19	36.5	4899
3.2	36.6	4922
3.21	36.8	4939
3.22	36.9	4952
3.23	37.0	4975
3.24	37.2	4993
3.25	37.3	5011
3.26	37.5	5032
3.27	37.6	5053
3.28	37.7	5066
3.29	37.8	5078
3.3	38.0	5099
3.31	38.1	5117
3.32	38.3	5138
3.33	38.4	5160
3.34	38.5	5176
3.35	38.6	5191
3.36	38.8	5206
3.37	38.8	5217
3.38	39.0	5239
3.39	39.1	5255
3.4	39.2	5271
3.41	39.4	5290
3.42	39.5	5303
3.43	39.6	5319
3.44	39.7	5337
3.45	39.9	5355
3.46	40.0	5371
3.47	40.1	5387
3.48	40.2	5404
3.49	40.3	5417
3.5	40.4	5430
3.51	40.6	5447
3.52	40.7	5465
3.53	40.8	5479
3.54	40.9	5498
3.55	41.0	5511
3.56	41.2	5532
3.57	41.2	5539
3.58	41.3	5552
3.59	41.4	5561
3.6	41.5	5573
3.61	41.6	5582
3.62	41.7	5597
3.63	41.8	5614
3.64	41.9	5632
3.65	42.0	5642
3.66	42.1	5658
3.67	42.2	5674
3.68	42.4	5697
3.69	42.5	5711
3.7	42.6	5727
3.71	42.8	5745
3.72	42.9	5760
3.73	43.0	5780
3.74	43.2	5796
3.75	43.3	5810
3.76	43.3	5822
3.77	43.4	5830
3.78	43.5	5840
3.79	43.6	5856
3.8	43.8	5878
3.81	43.9	5896
3.82	44.0	5914
3.83	44.1	5924
3.84	44.2	5935
3.85	44.3	5946
3.86	44.4	5970
3.87	44.6	5984
3.88	44.7	5997
3.89	44.8	6014
3.9	44.9	6026
3.91	44.9	6036
3.92	45.1	6054
3.93	45.2	6067
3.94	45.3	6087
3.95	45.5	6114
3.96	45.6	6127
3.97	45.7	6137
3.98	45.8	6156
3.99	46.0	6172
4.0	46.1	6191
4.01	46.2	6201
4.02	46.3	6218
4.03	46.4	6232
4.04	46.5	6252
4.05	46.6	6263
4.06	46.8	6279
4.07	46.9	6293
4.08	47.0	6308
4.09	47.1	6323
4.1	47.2	6336
4.11	47.3	6353
4.12	47.4	6371
4.13	47.5	6386
4.14	47.7	6401
4.15	47.8	6421
4.16	47.9	6437
4.17	48.0	6447
4.18	48.1	6458
4.19	48.1	6467
4.2	48.2	6476
4.21	48.3	6486
4.22	48.4	6498
4.23	48.5	6510
4.24	48.6	6521
4.25	48.6	6531
4.26	48.7	6544
4.27	48.8	6558
4.28	49.0	6580
4.29	49.1	6595
4.3	49.2	6606
4.31	49.3	6617
4.32	49.4	6639
4.33	49.5	6650
4.34	49.6	6665
4.35	49.7	6679
4.36	49.8	6695
4.37	49.9	6703
4.38	50.0	6712
4.39	50.0	6719
4.4	50.1	6728
4.41	50.2	6742
4.42	50.3	6753
4.43	50.4	6768
4.44	50.5	6785
4.45	50.6	6796
4.46	50.7	6811
4.47	50.9	6830
4.48	50.9	6838
4.49	51.0	6847
4.5	51.0	6856
4.51	51.1	6866
4.52	51.2	6877
4.53	51.2	6883
4.54	51.3	6889
4.55	51.4	6902
4.56	51.4	6910
4.57	51.5	6923
4.58	51.6	6935
4.59	51.7	6948
4.6	51.8	6962
4.61	51.9	6972
4.62	52.0	6986
4.63	52.1	6992
4.64	52.1	7003
4.65	52.2	7016
4.66	52.3	7025
4.67	52.4	7035
4.68	52.5	7049
4.69	52.5	7057
4.7	52.6	7071
4.71	52.7	7079
4.72	52.8	7090
4.73	52.9	7103
4.74	53.0	7124
4.75	53.2	7140
4.76	53.3	7153
4.77	53.3	7164
4.78	53.4	7174
4.79	53.5	7188
4.8	53.6	7200
4.81	53.7	7213
4.82	53.8	7220
4.83	53.8	7231
4.84	53.9	7242
4.85	54.0	7256
4.86	54.1	7262
4.87	54.1	7269
4.88	54.2	7280
4.89	54.3	7292
4.9	54.4	7306
4.91	54.5	7314
4.92	54.5	7320
4.93	54.6	7332
4.94	54.6	7339
4.95	54.7	7351
4.96	54.8	7358
4.97	54.9	7370
4.98	54.9	7376
4.99	55.0	7393
5.0	55.1	7400
5.01	55.1	7405
5.02	55.2	7419
5.03	55.3	7428
5.04	55.4	7444
5.05	55.5	7455
5.06	55.6	7463
5.07	55.6	7470
5.08	55.7	7482
5.09	55.8	7490
5.1	55.8	7497
5.11	55.9	7508
5.12	56.0	7519
5.13	56.0	7524
5.14	56.1	7532
5.15	56.1	7539
5.16	56.2	7549
5.17	56.3	7555
5.18	56.3	7564
5.19	56.4	7578
5.2	56.4	7580
5.21	56.5	7592
5.22	56.6	7603
5.23	56.7	7609
5.24	56.7	7618
5.25	56.8	7626
5.26	56.9	7638
5.27	56.9	7646
5.28	57.0	7652
5.29	57.0	7662
5.3	57.1	7673
5.31	57.2	7684
5.32	57.2	7687
5.33	57.4	7704
5.34	57.4	7707
5.35	57.5	7718
5.36	57.6	7735
5.37	57.7	7745
5.38	57.7	7756
5.39	57.8	7766
5.4	57.9	7772
5.41	58.0	7784
5.42	58.0	7791
5.43	58.1	7802
5.44	58.1	7809
5.45	58.2	7821
5.46	58.3	7829
5.47	58.3	7836
5.48	58.4	7845
5.49	58.5	7856
5.5	58.6	7869
5.51	58.6	7874
5.52	58.7	7879
5.53	58.7	7886
5.54	58.8	7899
5.55	58.9	7905
5.56	58.9	7914
5.57	59.0	7927
5.58	59.1	7935
5.59	59.1	7941
5.6	59.2	7951
5.61	59.2	7957
5.62	59.3	7964
5.63	59.4	7972
5.64	59.4	7981
5.65	59.5	7985
5.66	59.5	7993
5.67	59.6	8005
5.68	59.7	8016
5.69	59.7	8019
5.7	59.8	8027
5.71	59.8	8035
5.72	59.9	8046
5.73	60.0	8058
5.74	60.0	8065
5.75	60.1	8072
5.76	60.2	8086
5.77	60.3	8098
5.78	60.4	8109
5.79	60.5	8120
5.8	60.5	8132
5.81	60.6	8142
5.82	60.7	8148
5.83	60.7	8156
5.84	60.8	8165
5.85	60.9	8176
5.86	60.9	8184
5.87	61.0	8191
5.88	61.0	8197
5.89	61.1	8205
5.9	61.2	8214
5.91	61.2	8224
5.92	61.3	8234
5.93	61.4	8241
5.94	61.4	8251
5.95	61.5	8258
5.96	61.6	8271
5.97	61.7	8281
5.98	61.7	8290
5.99	61.8	8298
6.0	61.8	8305
6.01	61.9	8309
6.02	61.9	8320
6.03	62.0	8325
6.04	62.1	8334
6.05	62.1	8344
6.06	62.2	8351
6.07	62.2	8359
6.08	62.3	8371
6.09	62.4	8379
6.1	62.4	8385
6.11	62.5	8391
6.12	62.5	8399
6.13	62.6	8405
6.14	62.6	8409
6.15	62.7	8416
6.16	62.7	8423
6.17	62.8	8429
6.18	62.8	8438
6.19	62.9	8444
6.2	62.9	8449
6.21	63.0	8459
6.22	63.1	8470
6.23	63.1	8477
6.24	63.2	8485
6.25	63.2	8493
6.26	63.3	8500
6.27	63.4	8511
6.28	63.4	8518
6.29	63.5	8526
6.3	63.5	8535
6.31	63.6	8543
6.32	63.7	8551
6.33	63.7	8560
6.34	63.8	8567
6.35	63.8	8573
6.36	63.9	8577
6.37	63.9	8586
6.38	64.0	8598
6.39	64.1	8606
6.4	64.1	8614
6.41	64.2	8622
6.42	64.3	8633
6.43	64.3	8641
6.44	64.4	8646
6.45	64.4	8647
6.46	64.4	8652
6.47	64.5	8660
6.48	64.5	8668
6.49	64.6	8681
6.5	64.7	8686
6.51	64.7	8694
6.52	64.8	8697
6.53	64.8	8703
6.54	64.8	8707
6.55	64.9	8712
6.56	64.9	8719
6.57	64.9	8722
6.58	65.0	8729
6.59	65.0	8733
6.6	65.1	8742
6.61	65.2	8751
6.62	65.2	8755
6.63	65.3	8764
6.64	65.3	8768
6.65	65.3	8772
6.66	65.3	8777
6.67	65.4	8785
6.68	65.5	8792
6.69	65.5	8795
6.7	65.5	8802
6.71	65.6	8812
6.72	65.7	8821
6.73	65.7	8829
6.74	65.8	8835
6.75	65.8	8841
6.76	65.9	8848
6.77	66.0	8858
6.78	66.0	8863
6.79	66.0	8871
6.8	66.1	8877
6.81	66.1	8883
6.82	66.2	8888
6.83	66.2	8895
6.84	66.3	8901
6.85	66.3	8908
6.86	66.4	8916
6.87	66.5	8925
6.88	66.5	8931
6.89	66.5	8933
6.9	66.6	8940
6.91	66.6	8943
6.92	66.6	8948
6.93	66.6	8951
6.94	66.7	8954
6.95	66.7	8961
6.96	66.8	8973
6.97	66.8	8977
6.98	66.9	8982
6.99	66.9	8988
7.0	66.9	8992
7.01	67.0	9001
7.02	67.1	9010
7.03	67.1	9016
7.04	67.1	9017
7.05	67.2	9021
7.06	67.2	9028
7.07	67.3	9037
7.08	67.3	9043
7.09	67.4	9047
7.1	67.4	9049
7.11	67.4	9052
7.12	67.5	9061
7.13	67.5	9069
7.14	67.6	9074
7.15	67.6	9080
7.16	67.7	9092
7.17	67.7	9097
7.18	67.8	9104
7.19	67.8	9108
7.2	67.9	9118
7.21	67.9	9124
7.22	68.0	9135
7.23	68.1	9140
7.24	68.1	9146
7.25	68.1	9150
7.26	68.2	9155
7.27	68.2	9161
7.28	68.2	9166
7.29	68.3	9176
7.3	68.4	9182
7.31	68.4	9188
7.32	68.4	9192
7.33	68.5	9195
7.34	68.5	9199
7.35	68.6	9208
7.36	68.6	9215
7.37	68.6	9220
7.38	68.7	9225
7.39	68.7	9232
7.4	68.8	9236
7.41	68.8	9238
7.42	68.8	9244
7.43	68.8	9245
7.44	68.9	9252
7.45	68.9	9259
7.46	69.0	9263
7.47	69.1	9275
7.48	69.1	9281
7.49	69.1	9283
7.5	69.1	9287
7.51	69.2	9300
7.52	69.3	9303
7.53	69.3	9312
7.54	69.4	9325
7.55	69.5	9331
7.56	69.5	9333
7.57	69.5	9340
7.58	69.6	9345
7.59	69.7	9355
7.6	69.7	9357
7.61	69.7	9366
7.62	69.8	9371
7.63	69.8	9375
7.64	69.8	9378
7.65	69.9	9386
7.66	69.9	9391
7.67	70.0	9396
7.68	70.0	9401
7.69	70.0	9406
7.7	70.1	9415
7.71	70.1	9421
7.72	70.2	9424
7.73	70.2	9427
7.74	70.2	9431
7.75	70.3	9437
7.76	70.3	9443
7.77	70.4	9450
7.78	70.4	9457
7.79	70.5	9463
7.8	70.5	9468
7.81	70.5	9474
7.82	70.6	9478
7.83	70.6	9484
7.84	70.6	9486
7.85	70.7	9493
7.86	70.7	9496
7.87	70.7	9502
7.88	70.8	9506
7.89	70.8	9514
7.9	70.9	9520
7.91	70.9	9526
7.92	71.0	9532
7.93	71.0	9536
7.94	71.1	9545
7.95	71.1	9552
7.96	71.1	9555
7.97	71.2	9559
7.98	71.2	9563
7.99	71.2	9566
8.0	71.3	9572
8.01	71.3	9577
8.02	71.3	9581
8.03	71.4	9587
8.04	71.4	9592
8.05	71.5	9598
8.06	71.5	9607
8.07	71.6	9614
8.08	71.6	9621
8.09	71.7	9626
8.1	71.7	9634
8.11	71.8	9638
8.12	71.8	9643
8.13	71.8	9648
8.14	71.9	9656
8.15	71.9	9663
8.16	72.0	9671
8.17	72.1	9681
8.18	72.1	9687
8.19	72.2	9691
8.2	72.2	9698
8.21	72.3	9707
8.22	72.3	9710
8.23	72.3	9713
8.24	72.4	9718
8.25	72.4	9722
8.26	72.4	9726
8.27	72.5	9732
8.28	72.5	9736
8.29	72.5	9737
8.3	72.5	9741
8.31	72.5	9743
8.32	72.6	9745
8.33	72.6	9751
8.34	72.6	9755
8.35	72.7	9761
8.36	72.7	9766
8.37	72.7	9770
8.38	72.8	9775
8.39	72.8	9778
8.4	72.9	9789
8.41	72.9	9795
8.42	73.0	9800
8.43	73.0	9801
8.44	73.0	9805
8.45	73.0	9810
8.46	73.1	9818
8.47	73.1	9824
8.48	73.2	9830
8.49	73.2	9838
8.5	73.3	9842
8.51	73.3	9848
8.52	73.4	9856
8.53	73.4	9865
8.54	73.5	9870
8.55	73.5	9876
8.56	73.5	9878
8.57	73.6	9881
8.58	73.6	9888
8.59	73.7	9892
8.6	73.7	9897
8.61	73.7	9899
8.62	73.7	9905
8.63	73.8	9909
8.64	73.8	9918
8.65	73.9	9925
8.66	73.9	9931
8.67	74.0	9936
8.68	74.0	9942
8.69	74.0	9943
8.7	74.1	9947
8.71	74.1	9953
8.72	74.1	9958
8.73	74.2	9964
8.74	74.2	9966
8.75	74.2	9969
8.76	74.2	9971
8.77	74.3	9973
8.78	74.3	9976
8.79	74.3	9983
8.8	74.4	9992
8.81	74.4	9998
8.82	74.5	10004
8.83	74.5	10012
8.84	74.6	10018
8.85	74.6	10024
8.86	74.7	10027
8.87	74.7	10030
8.88	74.7	10037
8.89	74.8	10048
8.9	74.9	10055
8.91	74.9	10058
8.92	74.9	10060
8.93	74.9	10066
8.94	75.0	10070
8.95	75.0	10076
8.96	75.1	10084
8.97	75.1	10087
8.99	75.1	10091
9.0	75.2	10101
9.01	75.2	10104
9.02	75.3	10109
9.03	75.3	10112
9.04	75.3	10119
9.05	75.4	10125
9.06	75.4	10131
9.07	75.5	10137
9.08	75.5	10138
9.09	75.5	10146
9.1	75.6	10148
9.11	75.6	10151
9.12	75.6	10156
9.13	75.7	10165
9.14	75.7	10166
9.15	75.7	10170
9.16	75.7	10171
9.17	75.7	10172
9.18	75.8	10177
9.19	75.8	10180
9.2	75.8	10183
9.21	75.8	10185
9.22	75.9	10188
9.23	75.9	10192
9.24	75.9	10197
9.25	76.0	10203
9.26	76.0	10206
9.27	76.0	10209
9.28	76.1	10215
9.29	76.1	10218
9.31	76.1	10221
9.32	76.1	10225
9.33	76.1	10227
9.34	76.2	10230
9.35	76.2	10233
9.36	76.2	10236
9.37	76.2	10238
9.38	76.2	10241
9.39	76.3	10245
9.4	76.3	10250
9.41	76.3	10253
9.42	76.4	10257
9.43	76.4	10260
9.44	76.4	10263
9.45	76.4	10266
9.46	76.5	10271
9.47	76.5	10276
9.48	76.5	10280
9.49	76.6	10282
9.5	76.6	10285
9.51	76.7	10295
9.52	76.7	10300
9.53	76.7	10305
9.54	76.8	10310
9.55	76.8	10318
9.56	76.9	10322
9.57	76.9	10326
9.58	76.9	10332
9.59	77.0	10338
9.6	77.0	10343
9.61	77.1	10349
9.62	77.1	10355
9.63	77.1	10357
9.65	77.1	10360
9.66	77.2	10367
9.67	77.2	10372
9.69	77.3	10378
9.7	77.3	10379
9.71	77.3	10383
9.72	77.3	10388
9.73	77.4	10391
9.74	77.4	10392
9.75	77.4	10396
9.77	77.4	10398
9.78	77.5	10405
9.79	77.5	10409
9.8	77.5	10410
9.81	77.5	10415
9.82	77.6	10422
9.83	77.6	10425
9.84	77.6	10429
9.85	77.7	10435
9.86	77.7	10437
9.87	77.8	10444
9.88	77.8	10448
9.89	77.8	10452
9.9	77.8	10456
9.91	77.9	10461
9.92	77.9	10463
9.93	77.9	10466
9.94	77.9	10468
9.95	78.0	10473
9.96	78.0	10475
9.97	78.0	10481
9.98	78.0	10482
9.99	78.1	10485
10.0	78.1	10489
10.01	78.1	10492
10.02	78.1	10494
10.03	78.2	10498
10.04	78.2	10503
10.05	78.2	10507
10.06	78.3	10512
10.07	78.3	10514
10.08	78.3	10520
10.09	78.4	10525
10.1	78.4	10531
10.11	78.4	10533
10.12	78.4	10534
10.13	78.5	10537
10.14	78.5	10542
10.15	78.5	10546
10.16	78.5	10547
10.17	78.5	10549
10.18	78.6	10553
10.19	78.6	10555
10.21	78.6	10563
10.22	78.7	10565
10.23	78.7	10569
10.24	78.7	10571
10.25	78.8	10579
10.26	78.8	10582
10.27	78.8	10584
10.28	78.8	10586
10.29	78.9	10591
10.3	78.9	10594
10.31	78.9	10598
10.33	78.9	10601
10.34	78.9	10602
10.35	79.0	10605
10.36	79.0	10610
10.37	79.0	10615
10.38	79.0	10617
10.39	79.1	10620
10.4	79.1	10623
10.41	79.1	10625
10.42	79.1	10627
10.43	79.1	10630
10.44	79.2	10633
10.45	79.2	10641
10.46	79.3	10645
10.47	79.3	10649
10.48	79.3	10652
10.49	79.3	10653
10.5	79.3	10656
10.51	79.4	10659
10.52	79.4	10660
10.53	79.4	10663
10.54	79.4	10665
10.55	79.4	10666
10.56	79.5	10671
10.57	79.5	10673
10.58	79.5	10678
10.59	79.5	10682
10.6	79.5	10683
10.61	79.6	10688
10.62	79.6	10691
10.63	79.6	10693
10.64	79.6	10697
10.65	79.7	10699
10.66	79.7	10703
10.67	79.7	10706
10.68	79.7	10710
10.69	79.7	10711
10.7	79.8	10715
10.71	79.8	10721
10.72	79.9	10725
10.73	79.9	10729
10.74	79.9	10732
10.75	79.9	10737
10.76	80.0	10740
10.77	80.0	10741
10.78	80.0	10742
10.79	80.0	10747
10.8	80.0	10750
10.81	80.1	10752
10.82	80.1	10757
10.83	80.1	10760
10.84	80.2	10765
10.85	80.2	10766
10.86	80.2	10767
10.87	80.2	10770
10.88	80.2	10771
10.89	80.2	10774
10.9	80.3	10779
10.91	80.3	10781
10.92	80.3	10786
10.93	80.3	10787
10.94	80.3	10789
10.96	80.4	10794
10.97	80.4	10797
10.98	80.4	10800
10.99	80.4	10802
11.0	80.4	10803
11.01	80.5	10808
11.02	80.5	10812
11.03	80.5	10816
11.04	80.5	10817
11.05	80.6	10820
11.06	80.6	10821
11.07	80.6	10824
11.08	80.6	10830
11.1	80.6	10832
11.11	80.7	10833
11.12	80.7	10834
11.13	80.7	10838
11.14	80.7	10840
11.15	80.7	10843
11.16	80.7	10844
11.17	80.8	10847
11.18	80.8	10849
11.19	80.8	10852
11.2	80.8	10854
11.21	80.8	10855
11.22	80.9	10859
11.23	80.9	10864
11.24	80.9	10867
11.25	80.9	10869
11.26	80.9	10871
11.27	81.0	10874
11.28	81.0	10878
11.29	81.0	10882
11.3	81.1	10886
11.31	81.1	10888
11.32	81.1	10891
11.33	81.1	10898
11.34	81.2	10901
11.35	81.2	10903
11.36	81.2	10908
11.38	81.2	10910
11.39	81.3	10913
11.4	81.3	10917
11.41	81.3	10922
11.42	81.4	10928
11.43	81.4	10929
11.44	81.4	10932
11.45	81.5	10940
11.46	81.5	10943
11.47	81.5	10944
11.48	81.5	10946
11.5	81.5	10948
11.51	81.5	10952
11.52	81.6	10955
11.53	81.6	10958
11.54	81.6	10960
11.55	81.6	10961
11.56	81.6	10962
11.57	81.6	10966
11.58	81.7	10971
11.59	81.7	10972
11.62	81.7	10974
11.63	81.7	10979
11.64	81.8	10981
11.65	81.8	10983
11.66	81.8	10987
11.68	81.8	10989
11.69	81.8	10990
11.7	81.9	10994
11.71	81.9	10998
11.72	81.9	11000
11.73	81.9	11004
11.74	82.0	11008
11.75	82.0	11011
11.76	82.0	11015
11.77	82.1	11024
11.8	82.1	11027
11.81	82.2	11034
11.82	82.2	11035
11.83	82.2	11039
11.84	82.2	11041
11.85	82.2	11043
11.86	82.3	11047
11.87	82.3	11052
11.88	82.3	11055
11.89	82.3	11060
11.91	82.4	11064
11.92	82.4	11067
11.93	82.4	11069
11.94	82.5	11076
11.95	82.5	11080
11.96	82.5	11083
11.97	82.5	11086
11.98	82.6	11090
11.99	82.6	11092
12.0	82.6	11096
12.01	82.6	11098
12.03	82.6	11099
12.04	82.7	11102
12.05	82.7	11106
12.06	82.7	11109
12.07	82.7	11112
12.08	82.7	11114
12.09	82.8	11116
12.1	82.8	11121
12.11	82.8	11124
12.12	82.9	11128
12.13	82.9	11133
12.14	82.9	11135
12.15	82.9	11136
12.16	82.9	11138
12.17	82.9	11140
12.18	83.0	11142
12.19	83.0	11143
12.2	83.0	11144
12.21	83.0	11145
12.22	83.0	11148
12.23	83.0	11152
12.24	83.0	11154
12.25	83.1	11156
12.26	83.1	11159
12.27	83.1	11160
12.28	83.1	11163
12.29	83.1	11166
12.3	83.1	11167
12.31	83.2	11172
12.32	83.2	11174
12.34	83.2	11179
12.35	83.3	11185
12.36	83.3	11188
12.37	83.3	11192
12.38	83.4	11195
12.39	83.4	11198
12.4	83.4	11203
12.41	83.4	11204
12.42	83.4	11206
12.43	83.4	11208
12.44	83.5	11210
12.45	83.5	11214
12.46	83.5	11218
12.47	83.5	11220
12.49	83.6	11222
12.5	83.6	11224
12.51	83.6	11226
12.52	83.6	11229
12.53	83.6	11231
12.54	83.7	11236
12.55	83.7	11238
12.56	83.7	11243
12.57	83.7	11244
12.58	83.7	11246
12.61	83.7	11248
12.63	83.8	11249
12.64	83.8	11252
12.66	83.8	11254
12.67	83.8	11257
12.68	83.8	11258
12.69	83.8	11259
12.7	83.8	11260
12.71	83.8	11261
12.72	83.9	11262
12.73	83.9	11264
12.74	83.9	11267
12.75	83.9	11268
12.76	83.9	11271
12.77	83.9	11273
12.78	83.9	11274
12.79	84.0	11277
12.8	84.0	11282
12.82	84.0	11283
12.83	84.0	11284
12.84	84.0	11286
12.85	84.1	11289
12.86	84.1	11293
12.87	84.1	11296
12.88	84.1	11300
12.89	84.1	11302
12.9	84.2	11305
12.91	84.2	11306
12.93	84.2	11309
12.94	84.2	11310
12.95	84.3	11317
12.96	84.3	11319
12.97	84.3	11323
12.99	84.3	11324
13.01	84.3	11325
13.02	84.3	11326
13.03	84.3	11328
13.04	84.4	11331
13.05	84.4	11336
13.06	84.4	11339
13.07	84.4	11340
13.08	84.4	11342
13.09	84.5	11345
13.1	84.5	11349
13.11	84.5	11350
13.12	84.5	11354
13.13	84.6	11358
13.14	84.6	11360
13.15	84.6	11362
13.16	84.6	11365
13.17	84.6	11368
13.18	84.7	11371
13.19	84.7	11373
13.2	84.7	11375
13.21	84.7	11378
13.22	84.7	11380
13.23	84.7	11381
13.24	84.8	11383
13.25	84.8	11385
13.27	84.8	11386
13.28	84.8	11387
13.29	84.8	11389
13.3	84.8	11392
