+RPKM	percent	accumulative_value
4.41	70.8	15145
4.42	70.9	15166
4.43	71.0	15184
4.44	71.1	15194
4.45	71.1	15208
4.46	71.2	15221
4.47	71.3	15238
4.48	71.3	15253
4.49	71.4	15272
4.5	71.5	15281
4.51	71.6	15299
4.52	71.6	15311
4.53	71.7	15321
4.54	71.7	15341
4.55	71.8	15361
4.56	71.9	15369
4.57	71.9	15383
4.58	72.0	15394
4.59	72.1	15409
4.6	72.1	15426
4.61	72.2	15436
4.62	72.3	15450
4.63	72.3	15464
4.64	72.4	15473
4.65	72.4	15483
4.66	72.5	15503
4.67	72.6	15516
4.68	72.6	15527
4.69	72.7	15537
4.7	72.7	15547
4.71	72.8	15558
4.72	72.8	15565
4.73	72.8	15576
4.74	72.9	15591
4.75	73.0	15603
4.76	73.0	15617
4.77	73.1	15627
4.78	73.1	15639
4.79	73.2	15648
4.8	73.2	15660
4.81	73.3	15672
4.82	73.4	15687
4.83	73.4	15698
4.84	73.5	15708
4.85	73.5	15722
4.86	73.6	15732
4.87	73.6	15744
4.88	73.7	15757
4.89	73.7	15768
4.9	73.8	15781
4.91	73.8	15788
4.92	73.9	15797
4.93	73.9	15807
4.94	74.0	15820
4.95	74.0	15831
4.96	74.1	15844
4.97	74.1	15853
4.98	74.2	15864
4.99	74.2	15874
5.0	74.3	15887
5.01	74.3	15896
5.02	74.4	15902
5.03	74.4	15916
5.04	74.5	15922
5.05	74.5	15933
5.06	74.6	15948
5.07	74.6	15961
5.08	74.7	15972
5.09	74.8	15989
5.1	74.8	15997
5.11	74.9	16007
5.12	74.9	16013
5.13	74.9	16020
5.14	75.0	16031
5.15	75.0	16041
5.16	75.1	16052
5.17	75.1	16059
5.18	75.1	16065
5.19	75.2	16080
5.2	75.3	16092
5.21	75.3	16109
5.22	75.4	16120
5.23	75.4	16128
5.24	75.5	16138
5.25	75.5	16149
5.26	75.6	16156
5.27	75.6	16167
5.28	75.6	16171
5.29	75.7	16177
5.3	75.7	16184
5.31	75.8	16197
5.32	75.8	16212
5.33	75.9	16220
5.34	75.9	16228
5.35	76.0	16241
5.36	76.0	16252
5.37	76.1	16270
5.38	76.2	16283
5.39	76.2	16290
5.4	76.2	16299
5.41	76.3	16308
5.42	76.3	16316
5.43	76.3	16324
5.44	76.4	16334
5.45	76.4	16341
5.46	76.5	16354
5.47	76.5	16364
5.48	76.6	16370
5.49	76.6	16389
5.5	76.7	16400
5.51	76.7	16409
5.52	76.8	16422
5.53	76.8	16432
5.54	76.9	16442
5.55	76.9	16446
5.56	77.0	16455
5.57	77.0	16465
5.58	77.1	16475
5.59	77.1	16480
5.6	77.1	16488
5.61	77.2	16499
5.62	77.2	16504
5.63	77.2	16513
5.64	77.3	16531
5.65	77.3	16537
5.66	77.4	16542
5.67	77.4	16555
5.68	77.5	16565
5.69	77.5	16573
5.7	77.6	16584
5.71	77.6	16589
5.72	77.6	16598
5.73	77.7	16608
5.74	77.7	16619
5.75	77.8	16626
5.76	77.8	16632
5.77	77.9	16646
5.78	77.9	16659
5.79	77.9	16665
5.8	78.0	16672
5.81	78.0	16685
5.82	78.1	16699
5.83	78.1	16703
5.84	78.2	16716
5.85	78.2	16722
5.86	78.2	16731
5.87	78.3	16739
5.88	78.3	16748
5.89	78.4	16761
5.9	78.4	16770
5.91	78.5	16779
5.92	78.5	16782
5.93	78.5	16791
5.94	78.6	16804
5.95	78.6	16811
5.96	78.7	16820
5.97	78.7	16827
5.98	78.7	16835
5.99	78.8	16840
6.0	78.8	16851
6.01	78.8	16859
6.02	78.9	16871
6.03	79.0	16883
6.04	79.0	16890
6.05	79.0	16895
6.06	79.1	16905
6.07	79.1	16916
6.08	79.2	16927
6.09	79.2	16940
6.1	79.3	16950
6.11	79.3	16961
6.12	79.3	16966
6.13	79.4	16975
6.14	79.4	16981
6.15	79.5	16991
6.16	79.5	17006
6.17	79.6	17015
6.18	79.6	17021
6.19	79.6	17029
6.2	79.7	17035
6.21	79.7	17048
6.22	79.8	17055
6.23	79.8	17064
6.24	79.8	17072
6.25	79.9	17080
6.26	79.9	17087
6.27	80.0	17095
6.28	80.0	17105
6.29	80.0	17110
6.3	80.1	17119
6.31	80.1	17126
6.32	80.1	17133
6.33	80.2	17143
6.34	80.2	17150
6.35	80.2	17157
6.36	80.3	17161
6.37	80.3	17170
6.38	80.3	17177
6.39	80.4	17181
6.4	80.4	17187
6.41	80.4	17195
6.42	80.4	17201
6.43	80.5	17210
6.44	80.5	17218
6.45	80.5	17223
6.46	80.6	17231
6.47	80.6	17238
6.48	80.6	17244
6.49	80.7	17253
6.5	80.7	17259
6.51	80.7	17265
6.52	80.8	17272
6.53	80.8	17280
6.54	80.9	17288
6.55	80.9	17297
6.56	80.9	17304
6.57	81.0	17314
6.58	81.0	17318
6.59	81.0	17322
6.6	81.1	17331
6.61	81.1	17336
6.62	81.1	17345
6.63	81.2	17356
6.64	81.2	17363
6.65	81.2	17370
6.66	81.3	17374
6.67	81.3	17385
6.68	81.3	17391
6.69	81.4	17395
6.7	81.4	17400
6.71	81.4	17403
6.72	81.4	17411
6.73	81.5	17418
6.74	81.5	17424
6.75	81.5	17433
6.76	81.6	17440
6.77	81.6	17451
6.78	81.6	17456
6.79	81.7	17460
6.8	81.7	17464
6.81	81.7	17473
6.82	81.8	17481
6.83	81.8	17489
6.84	81.8	17495
6.85	81.8	17501
6.86	81.9	17504
6.87	81.9	17509
6.88	81.9	17515
6.89	82.0	17523
6.9	82.0	17530
6.91	82.0	17536
6.92	82.1	17544
6.93	82.1	17553
6.94	82.1	17560
6.95	82.1	17565
6.96	82.2	17569
6.97	82.2	17576
6.98	82.2	17583
6.99	82.3	17592
7.0	82.3	17597
7.01	82.3	17602
7.02	82.4	17613
7.03	82.4	17622
7.04	82.4	17625
7.05	82.4	17629
7.06	82.5	17635
7.07	82.5	17640
7.08	82.5	17644
7.09	82.5	17646
7.1	82.5	17648
7.11	82.6	17658
7.12	82.6	17665
7.13	82.7	17676
7.14	82.7	17685
7.15	82.7	17687
7.16	82.7	17690
7.17	82.7	17693
7.18	82.8	17701
7.19	82.8	17706
7.2	82.8	17709
7.21	82.8	17714
7.22	82.9	17722
7.23	82.9	17730
7.24	82.9	17733
7.25	83.0	17740
7.26	83.0	17750
7.27	83.1	17758
7.28	83.1	17761
7.29	83.1	17765
7.3	83.1	17774
7.31	83.2	17781
7.32	83.2	17786
7.33	83.2	17791
7.34	83.2	17799
7.35	83.3	17805
7.36	83.3	17809
7.37	83.3	17817
7.38	83.4	17825
7.39	83.4	17836
7.4	83.5	17846
7.41	83.5	17854
7.42	83.5	17859
7.43	83.6	17869
7.44	83.6	17879
7.45	83.7	17887
7.46	83.7	17892
7.47	83.7	17898
7.48	83.7	17907
7.49	83.8	17913
7.5	83.8	17918
7.51	83.8	17928
7.52	83.9	17932
7.53	83.9	17936
7.54	83.9	17942
7.55	84.0	17952
7.56	84.0	17957
7.57	84.0	17967
7.58	84.0	17971
7.59	84.1	17976
7.6	84.1	17982
7.61	84.1	17988
7.62	84.1	17990
7.63	84.2	17997
7.64	84.2	17998
7.65	84.2	18004
7.66	84.2	18011
7.67	84.2	18012
7.68	84.3	18023
7.69	84.3	18030
7.7	84.4	18036
7.71	84.4	18038
7.72	84.4	18044
7.73	84.4	18050
7.74	84.5	18059
7.75	84.5	18063
7.76	84.5	18068
7.77	84.5	18076
7.78	84.6	18081
7.79	84.6	18086
7.8	84.6	18088
7.81	84.6	18089
7.82	84.6	18093
7.83	84.6	18097
7.84	84.7	18102
7.85	84.7	18106
7.86	84.7	18112
7.87	84.7	18116
7.88	84.7	18121
7.89	84.8	18129
7.9	84.8	18137
7.91	84.8	18139
7.92	84.8	18141
7.93	84.8	18142
7.94	84.9	18145
7.95	84.9	18151
7.96	84.9	18157
7.97	84.9	18161
7.98	85.0	18167
7.99	85.0	18173
8.0	85.0	18176
8.01	85.0	18181
8.02	85.0	18182
8.04	85.1	18187
8.05	85.1	18190
8.06	85.1	18191
8.07	85.1	18195
8.08	85.1	18202
8.09	85.2	18207
8.1	85.2	18211
8.11	85.2	18220
8.12	85.2	18221
8.13	85.2	18227
8.14	85.3	18236
8.15	85.3	18242
8.16	85.3	18249
8.17	85.4	18256
8.18	85.4	18259
8.19	85.4	18261
8.2	85.4	18265
8.21	85.4	18268
8.22	85.5	18272
8.23	85.5	18275
8.24	85.5	18281
8.25	85.5	18286
8.26	85.5	18289
8.27	85.5	18292
8.28	85.6	18298
8.29	85.6	18304
8.3	85.6	18308
8.31	85.6	18313
8.32	85.7	18314
8.33	85.7	18320
8.34	85.7	18327
8.35	85.7	18328
8.36	85.7	18332
8.37	85.8	18340
8.38	85.8	18343
8.39	85.8	18347
8.4	85.8	18353
8.41	85.9	18357
8.42	85.9	18365
8.43	85.9	18372
8.44	86.0	18379
8.45	86.0	18386
8.46	86.0	18391
8.47	86.0	18397
8.48	86.1	18403
8.49	86.1	18404
8.5	86.1	18415
8.51	86.1	18418
8.52	86.1	18420
8.53	86.2	18424
8.54	86.2	18427
8.55	86.2	18430
8.56	86.2	18440
8.57	86.3	18444
8.58	86.3	18453
8.59	86.3	18458
8.6	86.3	18463
8.61	86.4	18468
8.62	86.4	18472
8.63	86.4	18478
8.64	86.4	18479
8.65	86.5	18485
8.66	86.5	18487
8.67	86.5	18492
8.69	86.5	18496
8.7	86.5	18499
8.71	86.5	18506
8.72	86.6	18515
8.73	86.6	18517
8.74	86.6	18522
8.75	86.6	18526
8.76	86.7	18531
8.77	86.7	18537
8.78	86.7	18544
8.79	86.7	18546
8.8	86.8	18549
8.81	86.8	18551
8.82	86.8	18552
8.83	86.8	18555
8.84	86.8	18558
8.85	86.8	18563
8.86	86.8	18565
8.87	86.8	18569
8.88	86.9	18574
8.89	86.9	18579
8.9	86.9	18582
8.91	86.9	18586
8.92	86.9	18589
8.93	87.0	18593
8.94	87.0	18596
8.95	87.0	18598
8.96	87.0	18601
8.97	87.0	18607
8.98	87.0	18609
8.99	87.0	18611
9.0	87.1	18616
9.01	87.1	18618
9.02	87.1	18622
9.03	87.1	18628
9.04	87.1	18634
9.05	87.2	18636
9.06	87.2	18641
9.07	87.2	18643
9.08	87.2	18647
9.09	87.2	18654
9.1	87.3	18657
9.11	87.3	18659
9.12	87.3	18667
9.13	87.3	18673
9.14	87.4	18678
9.15	87.4	18685
9.16	87.4	18687
9.17	87.4	18694
9.18	87.4	18697
9.19	87.5	18701
9.2	87.5	18708
9.21	87.5	18713
9.22	87.5	18715
9.23	87.6	18721
9.24	87.6	18725
9.25	87.6	18728
9.26	87.6	18731
9.27	87.6	18733
9.28	87.6	18736
9.29	87.7	18742
9.3	87.7	18746
9.31	87.7	18751
9.32	87.7	18759
9.33	87.7	18761
9.34	87.8	18767
9.35	87.8	18769
9.37	87.8	18771
9.38	87.8	18773
9.39	87.8	18774
9.4	87.8	18781
9.41	87.8	18782
9.42	87.8	18784
9.43	87.9	18786
9.44	87.9	18793
9.45	87.9	18796
9.46	87.9	18803
9.47	87.9	18805
9.48	88.0	18808
9.49	88.0	18813
9.5	88.0	18817
9.51	88.0	18821
9.52	88.0	18822
9.53	88.1	18827
9.54	88.1	18830
9.55	88.1	18835
9.56	88.1	18838
9.57	88.1	18844
9.58	88.1	18847
9.59	88.2	18852
9.6	88.2	18855
9.61	88.2	18861
9.62	88.2	18865
9.63	88.2	18868
9.65	88.3	18870
9.66	88.3	18876
9.67	88.3	18879
9.68	88.3	18883
9.69	88.3	18890
9.7	88.4	18892
9.71	88.4	18896
9.72	88.4	18898
9.73	88.4	18902
9.74	88.4	18905
9.75	88.4	18907
9.76	88.4	18909
9.77	88.5	18917
9.78	88.5	18920
9.79	88.5	18924
9.8	88.5	18929
9.81	88.5	18930
9.82	88.6	18937
9.83	88.6	18938
9.84	88.6	18944
9.85	88.6	18945
9.86	88.6	18947
9.87	88.6	18951
9.88	88.7	18956
9.89	88.7	18960
9.9	88.7	18961
9.91	88.7	18966
9.92	88.7	18967
9.93	88.7	18974
9.94	88.7	18976
9.95	88.8	18978
9.96	88.8	18983
9.97	88.8	18985
9.98	88.8	18987
9.99	88.8	18990
10.0	88.8	18996
10.01	88.9	18999
10.02	88.9	19003
10.03	88.9	19007
10.04	88.9	19009
10.05	88.9	19013
10.06	88.9	19015
10.07	88.9	19019
10.08	89.0	19022
10.09	89.0	19026
10.1	89.0	19032
10.11	89.0	19034
10.12	89.1	19041
10.13	89.1	19044
10.14	89.1	19047
10.15	89.1	19048
10.16	89.1	19050
10.17	89.1	19052
10.18	89.1	19061
10.19	89.1	19062
10.2	89.2	19065
10.21	89.2	19070
10.22	89.2	19075
10.23	89.2	19076
10.24	89.2	19081
10.25	89.3	19088
10.26	89.3	19093
10.27	89.3	19095
10.28	89.3	19096
10.29	89.3	19103
10.3	89.4	19106
10.31	89.4	19107
10.32	89.4	19108
10.33	89.4	19115
10.34	89.4	19116
10.35	89.4	19118
10.36	89.4	19120
10.37	89.4	19124
10.38	89.4	19126
10.39	89.5	19127
10.4	89.5	19128
10.41	89.5	19131
10.42	89.5	19136
10.43	89.5	19138
10.44	89.5	19142
10.45	89.5	19143
10.46	89.5	19144
10.47	89.6	19148
10.48	89.6	19149
10.5	89.6	19153
10.51	89.6	19157
10.52	89.6	19163
10.53	89.6	19165
10.54	89.7	19170
10.55	89.7	19173
10.56	89.7	19174
10.57	89.7	19175
10.58	89.7	19178
10.59	89.7	19180
10.6	89.7	19182
10.61	89.7	19185
10.62	89.7	19188
10.63	89.7	19190
10.64	89.8	19197
10.65	89.8	19198
10.66	89.8	19199
10.67	89.8	19203
10.68	89.8	19206
10.7	89.8	19207
10.71	89.9	19213
10.72	89.9	19215
10.73	89.9	19216
10.74	89.9	19221
10.75	89.9	19227
10.77	89.9	19229
10.78	89.9	19230
10.79	89.9	19231
10.8	89.9	19232
10.81	90.0	19234
10.82	90.0	19238
10.83	90.0	19242
10.84	90.0	19244
10.85	90.0	19249
10.86	90.0	19251
10.87	90.1	19255
10.88	90.1	19256
10.89	90.1	19257
10.9	90.1	19258
10.91	90.1	19262
10.92	90.1	19264
10.93	90.1	19266
10.94	90.1	19268
10.95	90.1	19271
10.96	90.1	19272
10.97	90.1	19273
10.98	90.2	19276
10.99	90.2	19280
11.0	90.2	19282
11.01	90.2	19286
11.02	90.2	19292
11.03	90.2	19293
11.04	90.2	19296
11.05	90.3	19298
11.06	90.3	19299
11.07	90.3	19302
11.08	90.3	19305
11.1	90.3	19309
11.11	90.3	19310
11.12	90.3	19311
11.13	90.3	19315
11.14	90.3	19318
11.15	90.4	19319
11.16	90.4	19321
11.17	90.4	19325
11.19	90.4	19331
11.2	90.4	19333
11.21	90.4	19334
11.23	90.4	19339
11.24	90.5	19343
11.25	90.5	19344
11.26	90.5	19347
11.27	90.5	19350
11.28	90.5	19353
11.29	90.5	19357
11.3	90.5	19360
11.31	90.5	19361
11.33	90.6	19365
11.34	90.6	19367
11.35	90.6	19368
11.36	90.6	19370
11.37	90.6	19373
11.38	90.6	19378
11.39	90.6	19379
11.4	90.7	19383
11.41	90.7	19384
11.42	90.7	19388
11.43	90.7	19391
11.44	90.7	19394
11.45	90.7	19396
11.46	90.7	19398
11.47	90.7	19400
11.48	90.7	19404
11.49	90.8	19406
11.5	90.8	19411
11.51	90.8	19413
11.53	90.8	19415
11.55	90.8	19416
11.56	90.8	19419
11.57	90.8	19421
11.58	90.9	19426
11.59	90.9	19427
11.6	90.9	19428
11.61	90.9	19432
11.63	90.9	19435
11.64	90.9	19438
11.65	90.9	19442
11.66	90.9	19445
11.67	90.9	19446
11.68	91.0	19448
11.69	91.0	19449
11.7	91.0	19451
11.71	91.0	19454
11.72	91.0	19456
11.73	91.0	19458
11.74	91.0	19460
11.75	91.0	19463
11.76	91.0	19465
11.77	91.0	19466
11.78	91.0	19468
11.79	91.1	19471
11.8	91.1	19474
11.81	91.1	19478
11.83	91.1	19479
11.84	91.1	19481
11.85	91.1	19483
11.86	91.1	19486
11.87	91.1	19487
11.88	91.1	19489
11.89	91.2	19492
11.9	91.2	19495
11.91	91.2	19498
11.92	91.2	19503
11.93	91.2	19504
11.94	91.2	19505
11.95	91.2	19508
11.96	91.2	19510
11.97	91.3	19513
11.98	91.3	19516
11.99	91.3	19525
12.0	91.3	19526
12.01	91.3	19528
12.02	91.3	19529
12.03	91.3	19530
12.04	91.4	19533
12.05	91.4	19534
12.06	91.4	19538
12.07	91.4	19540
12.08	91.4	19542
12.1	91.4	19547
12.11	91.4	19549
12.12	91.4	19551
12.13	91.4	19552
12.14	91.5	19554
12.15	91.5	19556
12.16	91.5	19557
12.19	91.5	19560
12.2	91.5	19562
12.21	91.5	19567
12.22	91.5	19569
12.23	91.5	19570
12.24	91.5	19571
12.25	91.5	19575
12.26	91.6	19577
12.27	91.6	19580
12.28	91.6	19581
12.29	91.6	19584
12.3	91.6	19586
12.31	91.6	19588
12.32	91.6	19592
12.33	91.6	19593
12.34	91.7	19597
12.35	91.7	19599
12.36	91.7	19600
12.37	91.7	19602
12.38	91.7	19603
12.39	91.7	19606
12.4	91.7	19607
12.41	91.7	19608
12.42	91.7	19609
12.44	91.7	19611
12.45	91.7	19616
12.47	91.7	19617
12.49	91.8	19618
12.5	91.8	19623
12.52	91.8	19627
12.53	91.8	19628
12.54	91.8	19629
12.56	91.8	19634
12.57	91.8	19637
12.58	91.8	19638
12.59	91.8	19639
12.6	91.9	19640
12.61	91.9	19641
12.63	91.9	19645
12.64	91.9	19649
12.65	91.9	19650
12.67	91.9	19653
12.68	91.9	19654
12.69	91.9	19656
12.7	91.9	19659
12.71	91.9	19660
12.72	92.0	19664
12.73	92.0	19666
12.74	92.0	19667
12.75	92.0	19671
12.76	92.0	19676
12.77	92.0	19678
12.78	92.0	19680
12.79	92.0	19682
12.8	92.1	19683
12.81	92.1	19685
12.82	92.1	19686
12.86	92.1	19688
12.87	92.1	19690
12.89	92.1	19693
12.9	92.1	19695
12.91	92.1	19697
12.92	92.1	19699
12.93	92.1	19700
12.94	92.1	19702
12.96	92.2	19706
13.0	92.2	19707
13.01	92.2	19708
13.03	92.2	19709
13.04	92.2	19711
13.05	92.2	19713
13.07	92.2	19716
13.08	92.2	19720
13.09	92.2	19721
13.1	92.2	19724
13.11	92.3	19725
13.12	92.3	19726
13.13	92.3	19728
13.14	92.3	19729
13.17	92.3	19733
13.18	92.3	19735
13.2	92.3	19736
13.21	92.3	19738
13.22	92.3	19740
13.23	92.3	19742
13.24	92.3	19743
13.26	92.3	19744
13.27	92.3	19745
13.28	92.3	19746
13.29	92.4	19747
13.3	92.4	19752
13.31	92.4	19754
13.32	92.4	19755
13.33	92.4	19756
13.34	92.4	19758
13.35	92.4	19761
13.37	92.4	19762
13.39	92.4	19764
13.4	92.4	19765
13.42	92.4	19766
13.43	92.5	19770
13.44	92.5	19771
13.45	92.5	19773
13.46	92.5	19776
13.47	92.5	19778
13.48	92.5	19780
13.49	92.5	19784
13.51	92.5	19786
13.52	92.5	19787
13.53	92.6	19790
13.54	92.6	19792
13.55	92.6	19798
13.56	92.6	19800
13.57	92.6	19801
13.59	92.6	19804
13.61	92.6	19805
13.62	92.6	19807
13.63	92.6	19810
13.65	92.7	19811
13.66	92.7	19814
13.67	92.7	19816
13.68	92.7	19818
13.69	92.7	19819
13.71	92.7	19824
13.73	92.7	19825
13.76	92.7	19826
13.77	92.7	19828
13.78	92.7	19830
13.79	92.8	19833
13.8	92.8	19834
13.81	92.8	19836
13.82	92.8	19837
13.83	92.8	19839
13.84	92.8	19841
13.85	92.8	19844
13.86	92.8	19845
13.87	92.8	19847
13.88	92.8	19848
13.89	92.8	19850
13.9	92.8	19853
13.91	92.9	19854
13.92	92.9	19856
13.95	92.9	19858
13.96	92.9	19859
13.97	92.9	19860
13.98	92.9	19862
13.99	92.9	19868
14.0	92.9	19871
14.01	92.9	19872
14.04	92.9	19874
14.05	93.0	19875
14.06	93.0	19877
14.07	93.0	19879
14.08	93.0	19880
14.09	93.0	19883
14.1	93.0	19884
14.11	93.0	19886
14.12	93.0	19888
14.13	93.0	19892
14.14	93.0	19894
14.16	93.1	19897
14.17	93.1	19900
14.19	93.1	19902
14.21	93.1	19904
14.23	93.1	19906
14.24	93.1	19907
14.25	93.1	19909
14.26	93.1	19910
14.28	93.1	19915
14.29	93.1	19917
14.31	93.2	19918
14.32	93.2	19919
14.35	93.2	19920
14.37	93.2	19923
14.39	93.2	19925
14.4	93.2	19926
14.41	93.2	19927
14.42	93.2	19928
14.43	93.2	19929
14.44	93.2	19930
14.46	93.2	19932
14.47	93.2	19933
14.48	93.2	19936
14.49	93.3	19939
14.5	93.3	19940
14.52	93.3	19944
14.55	93.3	19945
14.56	93.3	19946
14.57	93.3	19948
14.59	93.3	19949
14.6	93.3	19957
14.61	93.3	19958
14.62	93.3	19959
14.63	93.4	19961
14.68	93.4	19962
14.69	93.4	19963
14.7	93.4	19965
14.71	93.4	19968
14.72	93.4	19969
14.74	93.4	19970
14.75	93.4	19971
14.76	93.4	19974
14.77	93.4	19980
14.79	93.5	19983
14.8	93.5	19984
14.82	93.5	19986
14.84	93.5	19988
14.85	93.5	19990
14.86	93.5	19992
14.87	93.5	19993
14.88	93.5	19994
14.89	93.5	19995
14.9	93.5	19996
14.91	93.5	19998
14.92	93.5	19999
14.93	93.5	20000
14.95	93.6	20004
14.97	93.6	20007
14.99	93.6	20008
15.01	93.6	20009
15.02	93.6	20011
15.03	93.6	20016
15.04	93.6	20018
15.05	93.6	20020
15.06	93.6	20021
15.07	93.6	20022
15.08	93.6	20024
15.09	93.7	20025
15.12	93.7	20027
15.14	93.7	20030
15.15	93.7	20032
15.16	93.7	20035
15.17	93.7	20036
15.18	93.7	20037
15.19	93.7	20040
15.2	93.7	20041
15.22	93.7	20044
15.24	93.7	20045
15.25	93.8	20049
15.27	93.8	20055
15.28	93.8	20056
15.33	93.8	20059
15.35	93.8	20061
15.36	93.8	20064
15.38	93.8	20065
15.39	93.8	20066
15.4	93.9	20068
15.41	93.9	20072
15.42	93.9	20073
15.43	93.9	20075
15.44	93.9	20078
15.46	93.9	20079
15.48	93.9	20080
15.49	93.9	20081
15.5	93.9	20082
15.51	93.9	20084
15.53	93.9	20086
15.54	93.9	20087
15.57	94.0	20089
15.58	94.0	20090
15.59	94.0	20091
15.6	94.0	20092
15.61	94.0	20093
15.62	94.0	20096
15.64	94.0	20097
15.66	94.0	20098
15.67	94.0	20099
15.69	94.0	20103
15.71	94.0	20107
15.72	94.0	20109
